Product ID,Family ID,SKU,Title,Description,VariantName,VariantDescription,EAN,UPC,URL,Category,Base Image,Extra Image 1,Extra Image 2,Extra Image 3,Extra Image 4,Extra Image 5,Price,Sale Price,Has Inventory,Add to cart button present,Avg Review Rating,1 Star,2 Star,3 Star,4 Star,5 Star
MP_152155369,A00008365,505549201,Weight (50 lbs.) and Weight Bracket,"Weight and weight bracket. Can be used as an alternative way to attach wheel weights to the rear of a tractor. One weight is recommended; when the weight is in the rear center it is more efficient than having the 2 outer wheel weights, so you can have less weight with more traction when attached. If you wish to add a second weight, purchase (1) 50lb weight (954040102) and additional longer bolts. Drilling may be required see instructions for more information. Fits most tractors.",505 54 92-01 (WEIGHT and Bracket Fits LT/YT/GT models),Weight Bracket and Weight,7391883218891,052613244159,https://www.husqvarna.com/us/attachments/weight-50-lbs-and-weight-bracket/?article=505549201,Attachments,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/tractor-accessories/photos/studio/h330-0012.png?v=9dcf35c8c334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,179.0,NA,Yes,Yes,1,2,0,0,0,0
MP_154811395,A00008374,505568813,Tractor Brush Guard,The Brush Guard's heavy-duty automotive styling and welded construction protects your tractor from accidental damage.  One piece easy and quick installation and allows access to hood. Fits all Husqvarna tractors.,505 56 88-13 (BRUSH GUARD LS Brush guard),Fits all Husqvarna 2006 and after models. (Tex models),7391883492642,052613102527,https://www.husqvarna.com/us/front-mounted-attachments/tractor-brush-guard/?article=505568813,Front-Mounted Attachments,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/tractor-accessories/photos/studio/h330-0051.png?v=faa6bb6cc334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,139.0,NA,Yes,Yes,4.5,0,0,1,1,4
MP_125562907,A00010900,505693214,Callipers Holster,"With table of cylinder volumes, centimeter gradations on 2 sides.","505 69 32-14 (HOLSTER For Calliper, Prop65)",Holster,,193028023134,https://www.husqvarna.com/us/forestry-tool-belts-and-accessories/callipers-holster/?article=505693214,Tool Belts and Accessories,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/tool-belts-and-accessories/photos/studio/h410-1626.png?v=90e8ae05c334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,13.99,NA,Yes,Yes,0,0,0,0,0,0
MP_125560038,A00010902,505693293,Holster,"Holster for ""Viktor"" foot breaking bar and impact bar.","505 69 32-93 (HOLSTER For Impact bar or felling lever, Prop65)","HOLSTER For Impact bar or felling lever, Prop65",,193028023141,https://www.husqvarna.com/us/forestry-tool-belts-and-accessories/holster/?article=505693293,Tool Belts and Accessories,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/tool-belts-and-accessories/photos/studio/h410-0504.png?v=c2b51f36c334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,13.99,NA,Yes,Yes,0,0,0,0,0,0
MP_125559932,A00008766,505698194,File kits,"Everything you need to sharpen your chain with. Complete with file handle, combination file guide (roller file guide and depth gauge in one),  2 round files, and 1 flat file for depth gauges. The combination gauge helps ensure the correct filing angle and simplifies the filing process. Clamshell packaging for display.","505 69 81-94 (FILE KIT 0.325"" H25 H22 US)",".325""",7391883054994,705788503063,https://www.husqvarna.com/us/filing-equipment/file-kits/?article=505698194,Filing Equipment,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/filing-equipment/photos/studio/h410-0356.png?v=c17b2a20c334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,20.99,NA,Yes,Yes,3.8,2,0,2,0,6
MP_125560044,A00010950,505699001,Tool belt kit,"Tool belt complete in profiled box with tool belt, two holsters, rear tool carrier, lifting hook, lifting tong and measuring tape.  10% savings from individual pieces.","505 69 90-01 (TOOL BELT KIT inch w. meassure, Lifitng hook & tong)",Inch,,,https://www.husqvarna.com/us/forestry-tool-belts-and-accessories/tool-belt-kit/?article=505699001,Tool Belts and Accessories,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/tool-belts-and-accessories/photos/studio/h410-0838.png?v=b6c60994c334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,229.99,NA,Yes,Yes,5,0,0,0,0,1
MP_125559810,A00009251,506326302,Pressurized water tank,"If there is no water supply nearby, you can use a pressurised water tank. Pumping the handle a few times gives the required pressure. The tank holds 3.5 gallons and comes complete with a 10 foot hose which is connected to the wet cutting kit on the machine.",506 32 63-02 (WATER TANK CD 70),Water tank,7392930604438,805544473477,https://www.husqvarna.com/us/power-cutters/pressurized-water-tank/?article=506326302,Power Cutters,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna-construction/power-cutter-accessories/photos/studio/hc810-0010.png?v=e36a8dcdc334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,119.99,NA,No,No,0,0,0,0,0,0
MP_125696148,A00007488,529318810,Active wheel brush refill kit,"CEORA™ wheel brushes help keep the drive wheels clean, improve traction and reduce your need for maintenance. This refill kit comes with 2 wheel brushes.",529 31 88-10 (BRUSH KIT Brush kit refill 2 pcs (CEORA™) PROP65),Brush kit refill 2 pcs (CEORA™) PROP65,7392930654778,193028223398,https://www.husqvarna.com/us/wheel-kits-and-brushes/active-wheel-brush-refill-kit/?article=529318810,Wheel kits and Brushes,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/robotic-mowers/photos/studio/h/hw/hw-450953.png?v=6097ef4dc334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/robotic-mowers/photos/action/v/vp/vp-256559.png?v=18d4a4b9c334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,109.99,NA,Yes,Yes,0,0,0,0,0,0
MP_125562377,A00013467,529333301,Styrka Climbing Rope - 24 strand,"Double-braid construction features a robust polyester 24-strand sheath, minimal elongation, soft handling and easy knot-ability, ideal for single rope and double rope climbing techniques","529 33 33-01 (ROPE 24-Strand Climbing Rope, 120')",120' 24-Strand Climbing Rope,,193028223626,https://www.husqvarna.com/us/arborist-tools/styrka-climbing-rope-24-strand/?article=529333301,Arborist Essentials,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/arborist-tools/photos/studio/th-537270.png?v=c9546048c334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/arborist-tools/photos/studio/dp-989335.png?v=23af1802c334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/arborist-tools/photos/studio/lz-389142.png?v=72caa52ac334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,194.99,NA,Yes,Yes,5,0,0,0,0,1
MP_125562377,A00013467,529333302,Styrka Climbing Rope - 24 strand,"Double-braid construction features a robust polyester 24-strand sheath, minimal elongation, soft handling and easy knot-ability, ideal for single rope and double rope climbing techniques","529 33 33-02 (ROPE 24-Strand Climbing Rope, 150')",150' 24-Strand Climbing Rope,,193028223633,https://www.husqvarna.com/us/arborist-tools/styrka-climbing-rope-24-strand/?article=529333302,Arborist Essentials,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/arborist-tools/photos/studio/th-537270.png?v=c9546048c334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/arborist-tools/photos/studio/dp-989335.png?v=23af1802c334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/arborist-tools/photos/studio/lz-389142.png?v=72caa52ac334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,239.99,NA,Yes,Yes,5,0,0,0,0,1
MP_125562377,A00013467,529333303,Styrka Climbing Rope - 24 strand,"Double-braid construction features a robust polyester 24-strand sheath, minimal elongation, soft handling and easy knot-ability, ideal for single rope and double rope climbing techniques","529 33 33-03 (ROPE 24-Strand Climbing Rope, 200')",200' 24-Strand Climbing Rope,,193028223640,https://www.husqvarna.com/us/arborist-tools/styrka-climbing-rope-24-strand/?article=529333303,Arborist Essentials,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/arborist-tools/photos/studio/th-537270.png?v=c9546048c334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/arborist-tools/photos/studio/dp-989335.png?v=23af1802c334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/arborist-tools/photos/studio/lz-389142.png?v=72caa52ac334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,299.99,NA,No,Yes,5,0,0,0,0,1
MP_125560477,A00012870,529336901,Titanium Force® Trimmer Line,"Take your trimming to the next level with Husqvarna’s Titanium Force® trimmer line. Suitable for all-around use on a wide range of applications, this round and dimpled line offers superior durability and improved flight attributes for smoother trimming and reduced noise. Available in .080-in, .095-in, .105-in, and .130-in gauges as well as ½ lb, 1 lb, 3 lb, or 5 lb spools.","529 33 69-01 (TRIMMER LINE Titanium Force .130"" x 76' (0.5 lb))",".130"" x 76'",,193028223756,https://www.husqvarna.com/us/trimmer-lines/titanium-force-trimmer-line/?article=529336901,Trimmer Lines,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/h510-0575.png?v=79fd96a9c334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/eq-820937.png?v=f7829fd7c334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,12.99,NA,Yes,Yes,4.536,3,0,0,1,24
MP_125562378,A00012875,529337001,TrimForce™ Round Trimmer Line,"Put the finishing touches on any lawn with Husqvarna’s TrimForce™ trimmer line. Suitable for all-around use on a wide range of applications, this round-shaped line features good durability, cutting performance and energy efficiency. Available in .080-in, .095-in, and .0105-in gauges as well as ½ lb, 1 lb, 3 lb, or 5 lb spools.",529 33 70-01 (TRIMMER LINE Trim Force Round .080 x 208' (0.5 lb)),TrimForce™ Round Trimmer Line .080 x 208' (0.5 lb),,193028223787,https://www.husqvarna.com/us/trimmer-lines/trim-force-round-trimmer-line/?article=529337001,Trimmer Lines,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/kz-847151.png?v=dac6e56fc334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,9.99,NA,No,Yes,4.8,0,0,0,1,4
MP_125562378,A00012875,529337002,TrimForce™ Round Trimmer Line,"Put the finishing touches on any lawn with Husqvarna’s TrimForce™ trimmer line. Suitable for all-around use on a wide range of applications, this round-shaped line features good durability, cutting performance and energy efficiency. Available in .080-in, .095-in, and .0105-in gauges as well as ½ lb, 1 lb, 3 lb, or 5 lb spools.",529 33 70-02 (TRIMMER LINE Trim Force Round .080 x 400' (1 lb)),TrimForce™ Round Trimmer Line .080 x 400' (1 lb),,193028223794,https://www.husqvarna.com/us/trimmer-lines/trim-force-round-trimmer-line/?article=529337002,Trimmer Lines,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/kz-847151.png?v=dac6e56fc334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,15.99,NA,Yes,Yes,4.8,0,0,0,1,4
MP_125562378,A00012875,529337003,TrimForce™ Round Trimmer Line,"Put the finishing touches on any lawn with Husqvarna’s TrimForce™ trimmer line. Suitable for all-around use on a wide range of applications, this round-shaped line features good durability, cutting performance and energy efficiency. Available in .080-in, .095-in, and .0105-in gauges as well as ½ lb, 1 lb, 3 lb, or 5 lb spools.",529 33 70-03 (TRIMMER LINE Trim Force Round .080 x 1200' (3 lb)),TrimForce™ Round Trimmer Line .080 x 1200' (3 lb),,193028223800,https://www.husqvarna.com/us/trimmer-lines/trim-force-round-trimmer-line/?article=529337003,Trimmer Lines,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/xi-919939.png?v=8bbd364dc334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/kz-847151.png?v=dac6e56fc334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/vd-159157.png?v=5da1cb0dc334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,39.99,NA,Yes,Yes,4.8,0,0,0,1,4
MP_125562378,A00012875,529337004,TrimForce™ Round Trimmer Line,"Put the finishing touches on any lawn with Husqvarna’s TrimForce™ trimmer line. Suitable for all-around use on a wide range of applications, this round-shaped line features good durability, cutting performance and energy efficiency. Available in .080-in, .095-in, and .0105-in gauges as well as ½ lb, 1 lb, 3 lb, or 5 lb spools.",529 33 70-04 (TRIMMER LINE Trim Force Round .080 x 2017' (5 lb)),TrimForce™ Round Trimmer Line .080 x 2017' (5 lb),,193028223817,https://www.husqvarna.com/us/trimmer-lines/trim-force-round-trimmer-line/?article=529337004,Trimmer Lines,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/mq-632813.png?v=e8755fa5c334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/kz-847151.png?v=dac6e56fc334639&format=PNG_SQUARE_CONTAIN_XXL,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/vi-295602.png?v=8645edcfc334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,59.99,NA,Yes,Yes,4.8,0,0,0,1,4
MP_125562378,A00012875,529337011,TrimForce™ Round Trimmer Line,"Put the finishing touches on any lawn with Husqvarna’s TrimForce™ trimmer line. Suitable for all-around use on a wide range of applications, this round-shaped line features good durability, cutting performance and energy efficiency. Available in .080-in, .095-in, and .0105-in gauges as well as ½ lb, 1 lb, 3 lb, or 5 lb spools.","529 33 70-11 (TRIMMER LINE Trim Force Round .095"" x 140' (0.5 lb))","TrimForce™ Round Trimmer Line .095"" x 140' (0.5 lb)",,193028223824,https://www.husqvarna.com/us/trimmer-lines/trim-force-round-trimmer-line/?article=529337011,Trimmer Lines,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/kz-847151.png?v=dac6e56fc334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,9.99,NA,Yes,Yes,4.8,0,0,0,1,4
MP_125562378,A00012875,529337012,TrimForce™ Round Trimmer Line,"Put the finishing touches on any lawn with Husqvarna’s TrimForce™ trimmer line. Suitable for all-around use on a wide range of applications, this round-shaped line features good durability, cutting performance and energy efficiency. Available in .080-in, .095-in, and .0105-in gauges as well as ½ lb, 1 lb, 3 lb, or 5 lb spools.","529 33 70-12 (TRIMMER LINE Trim Force Round .095"" x 280' (1 lb))","TrimForce™ Round Trimmer Line .095"" x 280' (1 lb)",,193028223831,https://www.husqvarna.com/us/trimmer-lines/trim-force-round-trimmer-line/?article=529337012,Trimmer Lines,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna/trimmer-lines/photos/studio/kz-847151.png?v=dac6e56fc334639&format=PNG_SQUARE_CONTAIN_XXL,NA,NA,NA,NA,NA,15.99,NA,No,Yes,4.8,0,0,0,1,4
